user_id,plan_tier,tenure_months,user_age,daily_active_days,avg_session_mins,feature_adoption_score,goals_set,social_connections,streak_days,support_tickets_30d,payment_failures,days_since_last_login,monthly_charge,total_revenue,churned
USR_06027,monthly,16,32,4.7,3.0,23.2,1,3,2,0,0,5,34.7,555.2,1
USR_06028,annual,3,28,7.6,6.6,18.4,1,1,1,0,0,2,16.73,50.19,0
USR_06029,monthly,25,31,21.2,2.9,49.0,1,4,2,0,0,2,29.12,728.0,0
USR_06030,annual,7,23,11.2,5.2,18.4,1,2,2,1,0,0,20.39,142.73000000000002,0
USR_06031,monthly,2,40,4.1,9.1,29.3,1,5,1,1,0,13,34.66,69.32,1
USR_06032,annual,24,25,14.4,14.2,25.2,0,0,5,0,1,1,24.7,592.8,0
USR_06033,monthly,6,22,17.8,12.1,22.4,1,2,4,0,0,13,27.77,166.62,1
USR_06034,annual,16,38,18.4,10.3,44.2,1,3,11,2,0,1,26.59,425.44,1
USR_06035,monthly,9,36,9.3,10.9,9.4,0,2,3,1,0,2,28.82,259.38,1
USR_06036,annual,5,18,10.5,8.6,51.3,1,9,1,0,0,3,25.61,128.05,0
USR_06037,premium,19,38,19.7,11.4,57.1,1,1,7,2,0,5,47.82,908.58,0
USR_06038,monthly,10,26,12.3,5.7,53.6,1,7,3,3,2,2,28.16,281.6,1
USR_06039,premium,5,29,0.4,27.6,59.1,1,3,0,0,0,3,51.54,257.7,0
USR_06040,annual,1,33,22.5,10.7,30.5,1,3,6,0,0,0,15.8,15.8,0
USR_06041,monthly,27,36,13.2,33.1,32.1,1,5,7,0,1,1,34.68,936.36,0
USR_06042,monthly,1,35,4.7,6.2,76.0,0,5,1,0,3,7,30.09,30.09,1
USR_06043,monthly,23,31,19.1,6.0,30.4,0,6,4,0,2,2,33.98,781.54,1
USR_06044,annual,5,28,15.9,40.2,35.5,1,1,5,2,0,1,20.29,101.44999999999999,0
USR_06045,annual,12,35,10.7,15.7,20.8,0,3,7,2,0,16,24.97,299.64,0
USR_06046,monthly,30,31,15.7,8.8,47.4,1,3,8,1,0,1,33.35,1000.5,1
USR_06047,annual,1,46,14.7,15.2,26.5,1,3,8,2,0,1,22.43,22.43,0
USR_06048,annual,10,36,13.5,6.1,46.2,1,6,6,0,0,2,23.03,230.3,0
USR_06049,premium,17,24,14.9,17.1,38.8,1,3,2,0,0,3,55.47,942.99,0
USR_06050,annual,17,28,15.5,2.8,52.6,0,1,4,0,0,6,22.24,378.08,0
USR_06051,premium,8,32,20.4,36.2,98.3,0,5,11,0,2,2,51.4,411.2,0
USR_06052,annual,11,42,6.3,7.4,2.6,0,6,1,0,0,13,21.33,234.63,1
USR_06053,monthly,17,43,21.3,1.2,61.6,1,0,17,0,0,17,28.76,488.92,0
USR_06054,annual,22,28,4.9,22.4,58.4,1,2,1,1,0,0,16.07,353.54,0
USR_06055,monthly,17,24,11.3,27.0,21.2,0,5,4,0,0,4,33.08,562.36,0
USR_06056,monthly,5,23,7.6,15.7,35.8,0,2,2,1,0,2,31.05,155.25,1
USR_06057,monthly,60,34,6.1,11.9,31.7,0,4,2,0,0,2,31.95,1917.0,1
USR_06058,annual,6,50,8.2,31.6,71.3,0,1,3,2,0,4,16.37,98.22,0
USR_06059,annual,1,36,5.2,11.7,44.3,0,4,2,0,0,4,22.6,22.6,0
USR_06060,monthly,5,19,2.7,18.8,51.2,1,6,1,0,0,1,33.21,166.05,1
USR_06061,monthly,1,26,22.0,7.6,51.0,1,2,1,0,0,5,29.29,29.29,0
USR_06062,monthly,1,27,14.7,15.6,60.4,1,4,3,0,1,4,33.42,33.42,0
USR_06063,annual,3,25,4.9,60.0,19.6,0,3,1,0,0,7,25.68,77.03999999999999,0
USR_06064,monthly,1,28,13.8,5.8,23.4,1,1,8,1,0,1,22.45,22.45,1
USR_06065,annual,13,34,10.0,15.3,29.9,1,2,0,0,3,1,15.0,195.0,0
USR_06066,monthly,1,37,8.9,1.9,37.6,1,4,2,2,0,3,23.46,23.46,1
USR_06067,monthly,2,40,10.3,12.1,48.0,1,4,5,0,3,4,33.43,66.86,1
USR_06068,monthly,1,36,13.1,4.7,55.4,0,4,5,0,0,1,31.34,31.34,0
USR_06069,monthly,1,18,0.6,24.2,46.8,1,4,0,0,0,0,27.69,27.69,1
USR_06070,premium,3,23,24.9,5.3,67.3,0,2,6,0,0,4,47.11,141.32999999999998,0
USR_06071,monthly,10,30,11.4,7.1,35.1,1,3,2,2,1,2,28.32,283.2,0
USR_06072,monthly,40,33,5.2,47.1,28.3,1,5,2,0,2,1,24.56,982.4,1
USR_06073,monthly,25,38,16.5,2.9,33.2,1,2,5,1,0,8,30.43,760.75,0
USR_06074,monthly,25,32,19.3,10.0,42.1,0,3,4,1,0,13,29.85,746.25,0
USR_06075,monthly,2,32,6.4,23.9,33.6,1,4,3,0,0,4,32.45,64.9,1
USR_06076,monthly,3,33,15.8,4.5,32.0,1,2,10,0,0,1,31.52,94.56,1
USR_06077,annual,1,29,2.4,1.0,20.8,1,5,1,0,0,0,22.3,22.3,0
USR_06078,annual,18,32,21.9,27.2,70.1,1,3,12,1,0,4,22.93,412.74,0
USR_06079,monthly,1,41,10.8,11.6,43.5,1,0,3,1,0,1,29.68,29.68,1
USR_06080,monthly,9,31,24.8,3.1,19.3,1,4,10,0,1,1,28.66,257.94,0
USR_06081,premium,3,31,10.9,3.9,51.6,0,3,3,0,0,3,48.51,145.53,0
USR_06082,monthly,3,31,5.7,19.3,12.1,0,8,3,1,0,6,26.35,79.05000000000001,0
USR_06083,monthly,56,42,7.3,12.3,49.8,1,4,2,0,1,2,28.88,1617.28,1
USR_06084,monthly,16,23,10.9,15.8,42.1,0,3,1,0,0,4,30.07,481.12,0
USR_06085,monthly,21,46,5.0,10.3,21.1,1,5,1,1,1,3,28.87,606.27,0
USR_06086,annual,10,22,21.6,18.7,23.2,0,6,5,0,2,3,19.18,191.8,1
USR_06087,monthly,24,26,11.7,20.6,43.4,1,7,3,1,0,4,29.48,707.52,1
USR_06088,annual,12,37,7.3,5.9,8.4,1,0,5,0,0,0,26.04,312.48,0
USR_06089,monthly,35,40,20.7,27.7,9.8,1,3,5,0,0,3,25.68,898.8,1
USR_06090,monthly,3,20,1.8,8.4,45.2,0,2,1,0,0,14,32.06,96.18,0
USR_06091,annual,10,23,15.8,2.1,5.9,0,1,14,0,0,3,16.49,164.89999999999998,0
USR_06092,monthly,14,34,1.9,3.0,36.7,0,3,1,0,0,1,30.24,423.35999999999996,0
USR_06093,annual,5,50,8.0,15.9,61.2,1,0,4,0,0,1,21.4,107.0,1
USR_06094,monthly,25,41,20.5,5.7,42.7,0,4,9,1,0,3,30.94,773.5,0
USR_06095,annual,46,30,10.8,3.7,65.7,1,2,6,0,0,9,21.57,992.22,1
USR_06096,monthly,8,18,7.7,11.1,39.6,1,7,1,0,0,3,25.83,206.64,0
USR_06097,premium,5,32,21.8,18.3,34.4,1,5,12,2,0,10,48.54,242.7,0
USR_06098,monthly,7,34,7.5,1.4,37.2,1,5,4,0,1,1,34.45,241.15000000000003,0
USR_06099,premium,22,28,16.5,7.2,57.7,0,3,8,0,2,0,48.4,1064.8,0
USR_06100,monthly,12,25,4.8,17.7,17.8,1,6,1,0,1,12,33.42,401.04,0
USR_06101,annual,1,33,7.4,28.1,23.0,1,4,1,1,0,4,20.44,20.44,0
USR_06102,monthly,9,24,10.2,1.0,32.5,1,4,3,0,0,0,26.95,242.54999999999998,0
USR_06103,premium,1,46,20.9,12.8,49.9,0,5,1,1,1,1,50.21,50.21,1
USR_06104,monthly,18,44,14.2,10.9,69.6,1,3,12,0,0,4,29.8,536.4,0
USR_06105,monthly,4,37,16.0,8.8,55.6,0,6,6,1,2,4,29.31,117.24,1
USR_06106,monthly,7,32,15.1,2.1,22.7,0,2,8,1,0,10,29.29,205.03,1
USR_06107,monthly,19,26,11.1,16.2,49.7,1,3,3,1,0,3,27.82,528.58,1
USR_06108,monthly,1,31,23.5,6.0,13.5,1,2,17,1,0,2,28.89,28.89,0
USR_06109,premium,2,45,13.3,3.2,49.8,1,2,3,0,0,1,50.31,100.62,0
USR_06110,premium,6,38,12.0,22.8,50.9,0,2,2,1,0,4,49.21,295.26,0
USR_06111,monthly,3,33,13.8,4.4,44.5,1,3,3,1,0,1,29.48,88.44,1
USR_06112,premium,4,39,16.4,2.7,51.3,1,3,5,0,0,12,54.85,219.4,1
USR_06113,annual,60,36,11.3,4.5,52.4,1,3,6,1,0,1,16.15,968.9999999999999,0
USR_06114,monthly,20,35,7.4,2.4,45.1,1,3,4,1,0,2,30.32,606.4,1
USR_06115,annual,25,39,16.5,18.0,52.4,1,5,4,2,0,3,19.62,490.5,0
USR_06116,annual,33,36,15.1,2.4,32.1,1,1,2,1,0,0,16.85,556.0500000000001,1
USR_06117,premium,5,38,20.5,15.1,58.7,1,5,3,0,0,10,42.94,214.7,0
USR_06118,monthly,4,33,5.6,2.1,17.5,1,2,1,1,0,9,25.65,102.6,1
USR_06119,annual,3,29,14.2,3.1,9.4,1,4,2,1,0,10,15.25,45.75,0
USR_06120,monthly,21,27,16.5,5.0,43.1,0,2,2,0,0,5,33.14,695.94,1
USR_06121,monthly,13,26,9.1,36.0,4.9,1,4,6,0,0,1,29.05,377.65000000000003,0
USR_06122,monthly,3,19,8.5,29.4,19.0,0,2,3,1,0,6,28.79,86.37,0
USR_06123,premium,5,24,18.3,1.1,60.0,1,5,6,0,2,2,44.73,223.64999999999998,0
USR_06124,annual,8,24,0.9,4.9,28.3,0,3,0,0,0,4,21.15,169.2,0
USR_06125,annual,9,27,11.6,5.1,22.4,1,0,1,1,1,5,20.36,183.24,0
USR_06126,annual,26,44,7.5,2.9,37.9,1,3,1,1,3,8,20.0,520.0,1
USR_06127,monthly,5,30,13.5,6.9,2.6,0,2,8,0,0,19,26.86,134.3,1
USR_06128,monthly,28,33,8.5,16.5,25.4,1,3,6,0,0,1,25.34,709.52,0
USR_06129,monthly,6,34,12.1,1.3,64.6,1,2,3,1,0,2,27.43,164.57999999999998,0
USR_06130,monthly,16,44,6.3,13.4,32.1,0,6,3,0,0,20,32.0,512.0,1
USR_06131,annual,31,27,12.3,3.6,58.4,1,3,9,1,0,8,20.84,646.04,0
USR_06132,annual,28,30,8.5,12.3,34.9,1,2,5,1,0,0,20.87,584.36,0
USR_06133,monthly,1,31,9.0,13.7,31.4,1,1,4,3,0,11,29.18,29.18,1
USR_06134,monthly,2,41,12.6,15.6,39.9,1,1,8,0,0,0,31.4,62.8,1
USR_06135,monthly,7,42,3.0,23.7,16.8,1,2,1,0,2,1,30.56,213.92,1
USR_06136,monthly,6,35,18.0,27.6,60.5,1,4,11,0,0,3,26.66,159.96,0
USR_06137,premium,12,41,19.4,17.1,43.4,0,1,13,0,2,1,50.09,601.08,0
USR_06138,annual,34,33,11.1,7.9,13.4,0,4,4,3,0,5,22.91,778.94,0
USR_06139,annual,1,30,1.3,1.0,30.9,0,1,1,1,0,5,17.28,17.28,0
USR_06140,monthly,7,41,15.9,33.2,31.1,1,1,6,0,0,12,28.78,201.46,1
USR_06141,monthly,2,35,13.1,11.0,24.6,0,4,3,0,3,6,29.41,58.82,1
USR_06142,monthly,26,26,7.8,9.2,42.2,1,2,3,0,1,0,29.13,757.38,1
USR_06143,premium,40,39,19.3,3.3,58.8,1,4,8,1,0,3,49.23,1969.1999999999998,0
USR_06144,annual,7,30,8.8,13.8,11.9,1,3,4,2,2,5,18.02,126.14,1
USR_06145,monthly,1,29,7.7,60.0,2.6,1,1,2,0,0,0,26.83,26.83,1
USR_06146,annual,18,39,9.7,4.8,35.4,1,3,8,0,1,4,18.11,325.98,0
USR_06147,monthly,14,31,15.3,19.3,38.3,1,3,9,1,0,13,34.85,487.90000000000003,0
USR_06148,annual,5,35,10.3,4.1,38.3,0,6,5,0,2,7,20.68,103.4,0
USR_06149,premium,26,37,9.6,8.0,51.3,1,2,1,0,0,2,52.06,1353.56,0
USR_06150,annual,44,25,16.2,2.9,22.9,1,4,11,1,0,6,22.97,1010.68,0
USR_06151,annual,9,35,0.6,8.6,23.4,1,2,0,1,3,4,19.01,171.09,0
USR_06152,monthly,10,42,13.0,7.4,8.4,1,1,7,1,0,8,28.2,282.0,1
USR_06153,monthly,4,24,5.7,1.0,60.7,1,1,3,0,1,3,29.37,117.48,1
USR_06154,monthly,10,35,5.4,5.8,40.6,1,5,2,0,0,2,28.3,283.0,1
USR_06155,monthly,6,25,8.1,1.0,36.1,1,4,4,1,0,11,31.56,189.35999999999999,1
USR_06156,annual,4,40,15.5,7.2,10.9,1,6,3,0,0,6,15.0,60.0,0
USR_06157,annual,1,40,14.4,47.0,14.6,1,2,1,0,0,1,20.52,20.52,1
USR_06158,monthly,3,29,6.8,4.2,31.9,1,3,3,1,1,16,32.5,97.5,1
USR_06159,annual,2,49,10.6,8.7,37.8,0,1,3,0,0,1,18.76,37.52,0
USR_06160,monthly,9,40,3.8,1.7,1.9,0,0,1,1,0,13,27.17,244.53000000000003,1
USR_06161,monthly,11,37,13.9,2.0,32.8,1,3,6,0,0,0,30.93,340.23,1
USR_06162,monthly,11,37,14.2,5.3,15.5,1,2,6,0,0,2,33.03,363.33000000000004,1
USR_06163,monthly,5,39,9.1,8.1,33.3,1,5,3,1,0,7,29.81,149.04999999999998,0
USR_06164,monthly,6,24,16.2,14.5,51.7,1,1,6,2,1,7,30.86,185.16,0
USR_06165,monthly,21,33,14.8,7.3,13.9,1,3,3,0,0,1,27.64,580.44,0
USR_06166,monthly,7,35,19.0,1.0,12.0,0,3,7,0,0,2,33.23,232.60999999999999,0
USR_06167,premium,52,28,18.6,3.8,62.1,0,2,2,0,1,3,52.9,2750.7999999999997,0
USR_06168,monthly,6,35,8.1,1.0,15.6,1,0,2,0,0,1,26.71,160.26,0
USR_06169,monthly,12,41,18.0,30.0,16.0,1,4,13,0,0,4,32.47,389.64,0
USR_06170,monthly,1,28,26.2,1.0,33.4,1,4,15,0,0,4,25.31,25.31,0
USR_06171,annual,12,31,7.4,1.0,20.2,0,1,3,0,0,2,18.27,219.24,0
USR_06172,monthly,22,25,3.8,4.3,54.5,0,3,1,0,0,26,32.75,720.5,1
USR_06173,annual,34,18,8.1,12.0,28.7,1,5,2,0,0,5,20.49,696.66,0
USR_06174,annual,60,38,12.9,5.3,19.1,0,1,6,0,0,1,19.63,1177.8,0
USR_06175,annual,3,31,13.3,1.0,9.8,1,4,4,0,0,16,23.09,69.27,1
USR_06176,annual,10,32,12.6,21.7,39.7,1,5,8,0,0,3,22.49,224.89999999999998,0
USR_06177,monthly,7,24,12.3,14.5,23.5,0,3,2,1,0,4,28.96,202.72,0
USR_06178,monthly,9,30,9.2,6.1,23.3,0,1,4,0,1,4,29.01,261.09000000000003,0
USR_06179,monthly,2,40,11.2,13.6,20.8,1,6,4,0,0,2,28.75,57.5,1
USR_06180,annual,23,32,4.5,3.9,34.7,1,4,3,1,0,0,20.89,480.47,0
USR_06181,monthly,28,32,6.4,9.0,19.9,1,3,3,0,1,2,34.84,975.5200000000001,0
USR_06182,monthly,7,33,2.0,25.5,8.0,1,7,1,0,0,6,39.04,273.28,0
USR_06183,premium,3,22,13.1,1.4,34.7,1,5,7,1,0,3,43.87,131.60999999999999,0
USR_06184,monthly,1,36,8.1,22.5,35.9,1,1,2,1,0,2,24.37,24.37,1
USR_06185,annual,13,21,12.3,18.6,18.8,1,1,5,0,0,4,18.06,234.77999999999997,0
USR_06186,annual,4,24,2.4,35.7,76.4,1,5,1,0,3,4,20.48,81.92,1
USR_06187,monthly,28,23,6.2,8.7,60.9,1,1,4,0,0,11,25.48,713.44,1
USR_06188,monthly,13,30,7.7,3.9,11.0,1,2,2,1,0,2,26.93,350.09,1
USR_06189,monthly,12,29,12.9,5.2,41.8,1,1,2,1,0,1,35.19,422.28,1
USR_06190,annual,9,31,8.8,12.3,38.0,1,2,7,1,0,4,25.36,228.24,0
USR_06191,annual,1,24,9.7,1.8,21.1,1,5,8,0,3,8,17.44,17.44,0
USR_06192,annual,32,40,17.0,5.2,26.4,0,0,1,1,0,4,16.32,522.24,0
USR_06193,premium,11,38,16.3,15.6,56.4,1,3,10,1,0,1,52.68,579.48,1
USR_06194,annual,60,30,15.1,10.2,29.4,0,3,3,0,0,15,19.08,1144.8,1
USR_06195,monthly,9,28,1.6,1.0,30.6,1,1,1,0,3,2,30.93,278.37,1
USR_06196,monthly,14,27,13.1,8.2,49.6,1,6,2,0,0,5,30.13,421.82,0
USR_06197,annual,1,29,6.3,8.9,19.7,1,4,2,0,1,4,19.43,19.43,0
USR_06198,monthly,11,20,19.3,14.5,30.1,1,3,2,1,0,3,30.12,331.32,0
USR_06199,monthly,17,24,8.2,1.0,38.5,0,1,0,1,0,7,30.1,511.70000000000005,0
USR_06200,annual,18,38,11.3,6.7,30.6,0,2,3,2,0,5,27.99,503.82,1
USR_06201,monthly,17,34,5.6,26.1,28.1,0,1,3,1,0,3,32.54,553.18,0
USR_06202,premium,3,45,8.0,1.0,40.6,1,3,1,0,0,5,51.47,154.41,0
USR_06203,annual,44,29,2.5,13.4,66.3,0,3,1,1,0,2,22.32,982.08,1
USR_06204,monthly,60,29,0.7,3.0,35.8,0,1,1,0,0,13,28.52,1711.2,0
USR_06205,premium,1,28,22.7,5.9,24.3,1,4,7,1,0,0,46.99,46.99,0
USR_06206,monthly,33,29,7.7,25.9,29.8,1,1,3,1,0,2,31.39,1035.8700000000001,0
USR_06207,monthly,4,26,22.3,5.4,16.4,0,0,15,0,0,1,30.8,123.2,1
USR_06208,monthly,14,34,15.7,9.5,59.1,1,7,6,0,0,1,32.02,448.28000000000003,0
USR_06209,monthly,4,32,21.1,1.1,38.3,0,4,15,1,0,2,33.03,132.12,1
USR_06210,monthly,41,27,13.7,4.7,77.9,1,4,5,0,1,17,30.71,1259.1100000000001,0
USR_06211,monthly,1,42,11.8,1.8,45.7,1,3,5,0,0,2,28.99,28.99,0
USR_06212,monthly,8,47,16.4,9.9,20.1,1,4,2,0,0,6,28.03,224.24,0
USR_06213,monthly,6,41,17.1,7.4,53.7,1,2,2,1,0,0,24.29,145.74,0
USR_06214,annual,4,36,17.9,3.7,31.2,0,3,5,3,0,2,17.24,68.96,1
USR_06215,annual,12,38,7.0,60.0,11.7,0,4,1,0,0,1,19.43,233.16,0
USR_06216,monthly,1,46,14.2,2.0,45.7,0,1,4,2,1,5,32.23,32.23,0
USR_06217,monthly,15,38,15.5,20.9,10.1,1,1,9,0,0,3,32.29,484.34999999999997,0
USR_06218,monthly,47,27,15.5,1.0,48.2,1,2,9,0,0,0,31.22,1467.34,1
USR_06219,monthly,19,35,7.3,22.5,36.4,1,1,3,0,0,13,25.54,485.26,0
USR_06220,annual,23,37,2.1,7.8,26.6,1,7,1,3,0,2,17.18,395.14,0
USR_06221,annual,5,24,3.1,21.1,48.9,1,4,1,0,0,5,21.41,107.05,0
USR_06222,monthly,4,29,6.4,16.5,26.1,1,2,4,0,0,6,23.55,94.2,0
USR_06223,monthly,8,40,4.0,10.2,33.6,0,2,2,0,0,15,29.48,235.84,1
USR_06224,monthly,1,18,1.3,5.6,14.7,0,2,1,0,0,1,32.47,32.47,1
USR_06225,annual,34,21,17.1,13.1,26.1,0,4,8,0,0,6,19.31,656.54,0
USR_06226,monthly,1,30,16.6,21.4,8.2,1,1,9,0,0,3,25.19,25.19,1
USR_06227,premium,27,34,25.5,8.4,70.3,0,4,7,0,0,3,50.28,1357.56,0
USR_06228,annual,1,21,8.7,6.4,46.1,0,3,1,1,0,0,18.92,18.92,0
USR_06229,monthly,20,30,13.2,1.9,31.8,0,2,8,1,2,10,31.45,629.0,1
USR_06230,annual,1,41,8.9,27.2,33.4,1,1,6,0,0,1,19.92,19.92,0
USR_06231,premium,1,32,30.0,3.7,29.8,0,3,12,1,0,14,45.59,45.59,0
USR_06232,annual,15,39,12.3,1.6,11.6,0,9,5,1,0,2,17.86,267.9,0
USR_06233,monthly,3,27,9.6,1.0,47.9,0,4,6,2,0,4,27.61,82.83,0
USR_06234,monthly,15,25,6.3,16.7,34.7,1,1,5,1,0,0,35.97,539.55,1
USR_06235,annual,9,38,12.9,13.5,7.8,0,2,9,1,0,8,19.02,171.18,0
USR_06236,annual,1,34,11.1,1.5,34.5,0,1,2,1,0,4,21.51,21.51,1
USR_06237,annual,32,22,7.1,9.1,39.7,1,4,3,0,0,12,22.88,732.16,0
USR_06238,premium,7,25,12.7,2.0,44.7,0,2,7,0,0,2,54.93,384.51,0
USR_06239,premium,15,44,4.4,5.8,24.7,1,4,1,1,0,12,50.7,760.5,0
USR_06240,premium,8,24,6.2,18.3,71.3,1,1,1,1,1,2,52.95,423.6,0
USR_06241,monthly,11,39,9.0,3.1,11.3,0,4,2,0,3,5,27.75,305.25,0
USR_06242,annual,4,28,6.4,1.0,25.6,1,2,4,0,0,2,20.82,83.28,1
USR_06243,annual,2,31,18.3,2.6,56.1,0,6,9,1,0,1,22.56,45.12,1
USR_06244,annual,9,34,14.8,6.1,71.8,1,1,11,0,0,2,16.98,152.82,0
USR_06245,annual,6,18,2.2,3.3,18.4,1,4,1,1,0,4,17.35,104.10000000000001,0
USR_06246,monthly,5,20,15.1,15.4,24.1,1,6,6,0,0,5,25.75,128.75,0
USR_06247,annual,13,32,14.8,18.7,32.4,0,2,6,0,0,1,18.11,235.43,0
USR_06248,annual,14,26,10.8,3.3,21.4,1,1,3,1,0,3,19.48,272.72,0
USR_06249,monthly,1,39,9.9,3.8,37.6,1,1,2,1,0,3,30.54,30.54,0
USR_06250,monthly,4,19,6.3,9.9,21.0,1,3,3,0,0,12,28.93,115.72,1
USR_06251,monthly,6,36,12.1,16.8,15.6,0,4,4,1,0,5,34.9,209.39999999999998,0
USR_06252,monthly,1,20,2.5,38.4,30.6,1,5,1,0,0,4,29.09,29.09,1
USR_06253,monthly,3,29,9.0,4.3,39.4,0,3,3,1,0,10,28.34,85.02,0
USR_06254,monthly,1,23,6.7,29.0,32.8,1,1,1,0,0,1,30.21,30.21,0
USR_06255,annual,60,47,17.9,2.4,15.2,1,6,9,0,0,1,23.01,1380.6000000000001,0
USR_06256,annual,16,21,8.8,1.0,15.4,1,2,2,0,0,2,16.64,266.24,0
USR_06257,annual,1,31,18.7,18.9,77.5,0,2,4,1,0,1,20.87,20.87,0
USR_06258,annual,1,18,10.1,7.8,41.7,0,2,8,2,3,8,25.07,25.07,1
USR_06259,monthly,15,44,17.6,1.0,21.2,1,3,7,0,1,12,26.19,392.85,0
USR_06260,monthly,6,35,3.5,1.0,82.7,1,0,2,1,0,6,32.93,197.57999999999998,0
USR_06261,premium,18,33,9.4,1.0,23.3,1,1,4,0,0,2,50.25,904.5,0
USR_06262,monthly,30,43,3.9,4.4,8.5,1,3,2,0,0,4,25.72,771.5999999999999,0
USR_06263,premium,10,33,21.1,16.0,55.4,0,4,4,0,0,3,49.83,498.29999999999995,0
USR_06264,annual,2,33,2.2,13.1,32.5,1,2,1,0,0,2,20.56,41.12,1
USR_06265,annual,18,33,4.1,60.0,37.5,1,2,3,0,2,21,25.76,463.68,0
USR_06266,premium,37,36,11.2,10.8,52.9,0,2,3,2,0,2,51.25,1896.25,0
USR_06267,monthly,10,28,17.2,1.4,29.4,1,1,8,0,0,5,28.98,289.8,0
USR_06268,monthly,13,30,10.6,46.1,51.6,0,4,2,0,0,3,32.23,418.98999999999995,1
USR_06269,annual,4,38,18.4,14.2,34.3,1,2,12,0,0,1,19.81,79.24,0
USR_06270,monthly,5,34,11.8,5.6,34.8,0,8,3,0,0,7,28.7,143.5,1
USR_06271,premium,15,31,8.2,3.4,43.6,1,2,0,1,1,7,52.71,790.65,1
USR_06272,monthly,31,20,13.9,3.0,71.5,0,2,7,0,1,2,28.25,875.75,1
USR_06273,annual,11,43,9.5,37.5,20.7,1,3,2,0,0,2,22.03,242.33,0
USR_06274,annual,18,26,6.6,6.5,20.7,0,3,3,0,0,2,19.06,343.08,0
USR_06275,annual,2,39,13.7,8.0,32.9,1,1,4,1,0,8,15.73,31.46,0
USR_06276,monthly,2,33,18.0,21.8,36.2,1,3,11,1,0,2,29.53,59.06,1
USR_06277,monthly,9,21,9.1,39.8,48.5,1,5,3,0,0,3,32.03,288.27,0
USR_06278,annual,2,42,8.1,1.0,13.8,0,3,6,0,3,9,18.78,37.56,0
USR_06279,monthly,12,34,19.9,55.6,33.9,0,4,5,0,0,4,25.68,308.15999999999997,0
USR_06280,annual,4,42,6.2,1.0,31.2,1,5,3,0,0,5,17.94,71.76,1
USR_06281,annual,18,30,13.6,21.8,38.8,1,6,6,1,0,19,20.28,365.04,0
USR_06282,annual,19,37,14.7,36.0,71.2,0,4,2,0,0,1,23.08,438.52,1
USR_06283,annual,7,18,18.9,9.9,30.2,1,3,11,1,0,1,17.66,123.62,0
USR_06284,monthly,2,27,12.4,9.6,35.3,1,1,4,0,0,2,28.67,57.34,0
USR_06285,annual,12,21,8.8,13.3,48.1,1,1,3,0,0,3,23.88,286.56,0
USR_06286,premium,59,29,14.8,5.2,54.0,1,2,10,0,0,2,50.86,3000.74,0
USR_06287,monthly,11,35,12.0,2.2,39.4,1,4,3,0,0,4,33.29,366.19,0
USR_06288,premium,1,27,15.3,1.0,29.5,1,5,7,1,0,1,47.91,47.91,0
USR_06289,monthly,1,38,8.2,25.6,38.9,1,4,2,0,0,16,26.94,26.94,1
USR_06290,monthly,4,25,18.6,9.5,62.7,1,1,15,1,0,1,32.24,128.96,1
USR_06291,monthly,2,39,15.3,14.2,16.6,0,7,4,1,0,3,30.98,61.96,1
USR_06292,premium,20,42,1.4,4.8,65.2,0,2,0,0,2,3,51.15,1023.0,0
USR_06293,monthly,22,40,14.8,19.7,24.2,1,0,3,0,0,5,31.69,697.1800000000001,0
USR_06294,premium,3,29,26.2,5.2,43.6,1,3,13,1,0,12,50.69,152.07,0
USR_06295,premium,4,18,5.1,1.0,49.5,0,5,1,0,0,8,48.5,194.0,0
USR_06296,monthly,3,36,26.0,4.9,7.8,1,4,23,0,1,2,29.2,87.6,1
USR_06297,monthly,28,30,23.7,22.8,29.7,1,4,2,1,0,10,32.29,904.12,1
USR_06298,annual,8,24,18.5,25.0,47.8,0,3,5,0,1,8,24.05,192.4,1
USR_06299,monthly,12,27,5.1,32.7,49.7,1,2,4,0,2,20,37.82,453.84000000000003,0
USR_06300,annual,6,43,9.7,8.3,32.6,1,2,1,0,0,0,19.22,115.32,1
USR_06301,monthly,11,22,8.3,37.6,31.7,0,3,3,0,0,7,30.15,331.65,1
USR_06302,monthly,5,35,8.4,8.3,7.4,1,3,4,0,0,6,28.57,142.85,1
USR_06303,annual,4,33,5.7,2.0,32.1,1,3,1,1,3,5,22.48,89.92,0
USR_06304,monthly,12,29,15.4,8.4,53.3,1,3,10,0,1,9,26.58,318.96,0
USR_06305,monthly,10,37,13.7,24.4,67.4,1,2,10,0,2,10,32.69,326.9,1
USR_06306,monthly,4,45,9.9,18.5,18.3,0,4,7,0,2,0,23.8,95.2,1
USR_06307,monthly,1,29,23.9,6.8,1.8,0,3,12,1,0,17,32.7,32.7,0
USR_06308,annual,5,30,14.3,2.9,10.6,1,3,8,0,0,9,15.0,75.0,0
USR_06309,annual,6,36,13.5,10.4,42.0,0,4,7,1,0,9,17.48,104.88,0
USR_06310,monthly,11,39,10.8,32.1,25.1,0,2,7,0,0,1,28.57,314.27,0
USR_06311,annual,29,30,7.4,2.3,40.2,1,6,3,0,0,3,17.97,521.13,0
USR_06312,annual,1,29,7.6,21.1,37.0,1,5,1,1,0,1,23.12,23.12,0
USR_06313,monthly,3,18,12.5,1.9,6.8,1,3,7,0,0,0,32.92,98.76,1
USR_06314,monthly,2,25,15.3,30.2,25.6,1,0,4,0,0,0,31.99,63.98,0
